"id","Processo_Seletivo","nota","Modalidade_Inscrita","Numero_Chamada_Convocacao","Modalidade_Convocada","Codigo_Modalidade_Inscrita","Codigo_Modalidade_Convocada","Curso","mod_ins","mod_con","pub","bxa","ppi","pcd"
6966,"SISU2019",748.48,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
6977,"SISU2019",747.72,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
6989,"SISU2019",747.4,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7001,"SISU2019",747.36,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7011,"SISU2019",747.34,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7020,"SISU2019",747.32,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7025,"SISU2019",745.94,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7035,"SISU2019",745.68,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7044,"SISU2019",745.36,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7050,"SISU2019",744.92,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7057,"SISU2019",744.54,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7063,"SISU2019",744.12,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7069,"SISU2019",744.1,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7075,"SISU2019",744.04,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7083,"SISU2019",743.78,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7087,"SISU2019",743.54,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7094,"SISU2019",743.54,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7098,"SISU2019",743.52,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7103,"SISU2019",742.64,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7109,"SISU2019",742.54,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7113,"SISU2019",742.34,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7118,"SISU2019",742.04,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7124,"SISU2019",741.78,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7128,"SISU2019",741.46,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7135,"SISU2019",741.38,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7138,"SISU2019",741.3,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7143,"SISU2019",741.26,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7149,"SISU2019",740.88,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7155,"SISU2019",740.76,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7160,"SISU2019",740.38,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7163,"SISU2019",740.32,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7168,"SISU2019",740.26,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7173,"SISU2019",740.1,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7179,"SISU2019",739.84,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7184,"SISU2019",739.52,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7189,"SISU2019",739.32,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7195,"SISU2019",739.3,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7198,"SISU2019",739.2,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7203,"SISU2019",739.06,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7208,"SISU2019",738.74,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7213,"SISU2019",738.74,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7218,"SISU2019",737.88,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7224,"SISU2019",737.56,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7227,"SISU2019",737.46,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7232,"SISU2019",737.32,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7235,"SISU2019",736.68,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7239,"SISU2019",736.64,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7243,"SISU2019",736.42,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7247,"SISU2019",736.24,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7251,"SISU2019",736.02,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7255,"SISU2019",735.64,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7259,"SISU2019",735,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7262,"SISU2019",734.78,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7265,"SISU2019",734.48,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7269,"SISU2019",734.36,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7274,"SISU2019",734.36,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7277,"SISU2019",734.3,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7281,"SISU2019",734.22,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7285,"SISU2019",734.14,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7291,"SISU2019",734.06,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7294,"SISU2019",733.92,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7297,"SISU2019",733.78,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7301,"SISU2019",733.66,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7304,"SISU2019",733.64,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7307,"SISU2019",733.38,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7311,"SISU2019",733.12,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7313,"SISU2019",732.84,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7316,"SISU2019",732.18,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7319,"SISU2019",731.56,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7322,"SISU2019",731.44,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7327,"SISU2019",730.06,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7329,"SISU2019",728.94,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7331,"SISU2019",728.88,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7335,"SISU2019",728.12,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7337,"SISU2019",727,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7340,"SISU2019",726.18,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7343,"SISU2019",726.14,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7346,"SISU2019",724.9,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7349,"SISU2019",724.7,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7352,"SISU2019",724.52,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7355,"SISU2019",724.5,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7359,"SISU2019",724.3,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7362,"SISU2019",724.06,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7364,"SISU2019",724,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7367,"SISU2019",723.98,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7370,"SISU2019",723.94,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7374,"SISU2019",722.86,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7377,"SISU2019",722.28,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7379,"SISU2019",721.88,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7383,"SISU2019",721.72,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7385,"SISU2019",721.54,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7388,"SISU2019",721.32,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7391,"SISU2019",720.3,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7394,"SISU2019",719.98,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7397,"SISU2019",719.96,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7400,"SISU2019",719.88,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7403,"SISU2019",719.68,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7406,"SISU2019",719.5,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7409,"SISU2019",716.06,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7412,"SISU2019",715.42,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7416,"SISU2019",715.42,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7418,"SISU2019",714.64,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7421,"SISU2019",714.64,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7422,"SISU2019",714.36,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7424,"SISU2019",713.9,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7426,"SISU2019",713.68,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7428,"SISU2019",713.34,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7430,"SISU2019",713.34,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7432,"SISU2019",713.26,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7434,"SISU2019",713.26,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7436,"SISU2019",713.2,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7438,"SISU2019",713.1,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7441,"SISU2019",712.58,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7442,"SISU2019",712.4,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7444,"SISU2019",711.68,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7445,"SISU2019",711.24,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7446,"SISU2019",711.16,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7447,"SISU2019",710.84,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7448,"SISU2019",710.24,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7449,"SISU2019",710.12,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7450,"SISU2019",709,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7451,"SISU2019",708.76,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7452,"SISU2019",708.68,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7453,"SISU2019",708.44,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7454,"SISU2019",708.1,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7455,"SISU2019",707.96,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7456,"SISU2019",707.7,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7457,"SISU2019",707.6,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7458,"SISU2019",707.5,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7459,"SISU2019",707.2,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7460,"SISU2019",706.86,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7461,"SISU2019",705.02,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7462,"SISU2019",704.76,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7463,"SISU2019",704.58,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7464,"SISU2019",704.4,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7465,"SISU2019",704.24,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7466,"SISU2019",704.12,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7467,"SISU2019",704.1,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7468,"SISU2019",704,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7469,"SISU2019",703.92,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7470,"SISU2019",703.92,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7471,"SISU2019",703.4,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7472,"SISU2019",703.14,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7473,"SISU2019",702.78,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7474,"SISU2019",702.3,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7475,"SISU2019",702.3,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7476,"SISU2019",702.12,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7477,"SISU2019",702,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7478,"SISU2019",701.98,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7479,"SISU2019",700.96,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7480,"SISU2019",700.3,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7481,"SISU2019",700.28,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7482,"SISU2019",700.22,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7483,"SISU2019",700.02,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7484,"SISU2019",699.8,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7485,"SISU2019",698.32,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7486,"SISU2019",698.18,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7487,"SISU2019",697.1,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7488,"SISU2019",697.08,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7489,"SISU2019",696.96,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7490,"SISU2019",696.38,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7491,"SISU2019",693.2,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7492,"SISU2019",692.9,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7493,"SISU2019",691.36,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7494,"SISU2019",689.5,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7495,"SISU2019",688.94,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7496,"SISU2019",688.92,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7497,"SISU2019",688.9,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7498,"SISU2019",688.84,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7499,"SISU2019",686.84,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7500,"SISU2019",686.52,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7501,"SISU2019",686.26,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7502,"SISU2019",686.04,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7503,"SISU2019",685.82,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7504,"SISU2019",685.12,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7505,"SISU2019",684.86,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7506,"SISU2019",684.52,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7507,"SISU2019",684.14,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7508,"SISU2019",683.26,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7509,"SISU2019",681.58,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7510,"SISU2019",680.86,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7511,"SISU2019",678.74,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7512,"SISU2019",677.74,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7513,"SISU2019",677.28,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7514,"SISU2019",676.8,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7515,"SISU2019",675.5,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7516,"SISU2019",675.28,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7517,"SISU2019",675.24,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7518,"SISU2019",674.82,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7519,"SISU2019",674.78,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7520,"SISU2019",674.4,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7521,"SISU2019",674.36,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7522,"SISU2019",674.18,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7523,"SISU2019",673.38,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7524,"SISU2019",671.32,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7525,"SISU2019",671.3,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7526,"SISU2019",670.18,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7527,"SISU2019",669.88,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7528,"SISU2019",669.86,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7529,"SISU2019",669.4,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7530,"SISU2019",669.18,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7531,"SISU2019",668.9,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7532,"SISU2019",668.86,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7533,"SISU2019",668.38,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7534,"SISU2019",668.24,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7535,"SISU2019",667.76,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7536,"SISU2019",667.58,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7537,"SISU2019",667.48,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7538,"SISU2019",665.38,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
